Machine_ID,Machine_Type,Failure_Prob,Health_Score,Risk_Tier,Scenario_Name,Maintenance_Start_Hour,Maintenance_Planned,Delay_Hours,Expected_Downtime_Hours,Expected_Maintenance_Cost,Expected_Downtime_Cost,Expected_Production_Loss,Expected_Total_Cost,Decision,Decision_Reason
MCH-249,Hydraulic Press,0.018,98.2,Healthy,Delay 72h,72,0,72,1.59,691.04,2740.37,493.1,7484.56,Delay,"Low failure risk (p=0.02); delay saves ₹86,736 with only 42.8h extra expected downtime."
MCH-250,Conveyor,0.985,1.5,Critical,Preventive Now,0,1,0,43.01,24945.55,76407.47,15546.99,156784.7,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹394,324 and 22.4h downtime."
MCH-250,Conveyor,0.985,1.5,Critical,Delay 72h,72,0,72,65.4,65374.78,116188.9,23641.5,551108.21,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹394,324 and 22.4h downtime."
MCH-251,Hydraulic Press,0.013,98.7,Healthy,Preventive Now,0,1,0,13.55,8760.5,11576.27,4209.4,21199.51,Delay,"Low failure risk (p=0.01); delay saves ₹14,729 with only 13.2h extra expected downtime."
MCH-251,Hydraulic Press,0.013,98.7,Healthy,Delay 72h,72,0,72,0.35,418.65,299.81,109.02,6470.11,Delay,"Low failure risk (p=0.01); delay saves ₹14,729 with only 13.2h extra expected downtime."
MCH-252,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,36.15,10281.54,71565.69,10193.55,82005.45,Delay,"Low failure risk (p=0.01); delay saves ₹79,920 with only 35.8h extra expected downtime."
MCH-252,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.36,315.62,714.59,101.78,2085.0,Delay,"Low failure risk (p=0.01); delay saves ₹79,920 with only 35.8h extra expected downtime."
MCH-253,Hydraulic Press,0.01,99.0,Healthy,Preventive Now,0,1,0,11.23,15174.26,12937.62,3489.11,28651.75,Delay,"Low failure risk (p=0.01); delay saves ₹24,165 with only 11.0h extra expected downtime."
MCH-253,Hydraulic Press,0.01,99.0,Healthy,Delay 72h,72,0,72,0.22,629.91,257.98,69.57,4486.96,Delay,"Low failure risk (p=0.01); delay saves ₹24,165 with only 11.0h extra expected downtime."
MCH-254,Welding Unit,0.991,0.9,Critical,Preventive Now,0,1,0,13.36,15753.15,29280.7,3767.43,115803.1,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹486,631 and 7.1h downtime."
MCH-254,Welding Unit,0.991,0.9,Critical,Delay 72h,72,0,72,20.41,85904.27,44734.72,5755.83,602434.0,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹486,631 and 7.1h downtime."
MCH-255,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,32.45,11463.97,38078.43,10078.41,49807.34,Delay,"Low failure risk (p=0.01); delay saves ₹47,322 with only 32.1h extra expected downtime."
MCH-255,Hydraulic Press,0.005,99.5,Healthy,Delay 72h,72,0,72,0.32,338.87,380.21,100.63,2485.32,Delay,"Low failure risk (p=0.01); delay saves ₹47,322 with only 32.1h extra expected downtime."
MCH-256,CNC Mill,0.012,98.8,Healthy,Preventive Now,0,1,0,11.24,20145.56,23823.07,3539.17,44516.86,Delay,"Low failure risk (p=0.01); delay saves ₹39,526 with only 11.0h extra expected downtime."
MCH-256,CNC Mill,0.012,98.8,Healthy,Delay 72h,72,0,72,0.27,765.82,569.7,84.64,4990.38,Delay,"Low failure risk (p=0.01); delay saves ₹39,526 with only 11.0h extra expected downtime."
MCH-257,Welding Unit,0.006,99.4,Healthy,Preventive Now,0,1,0,46.48,21966.65,114789.19,13105.88,136982.26,Delay,"Low failure risk (p=0.01); delay saves ₹133,804 with only 45.9h extra expected downtime."
MCH-257,Welding Unit,0.006,99.4,Healthy,Delay 72h,72,0,72,0.56,293.89,1375.0,156.99,3178.35,Delay,"Low failure risk (p=0.01); delay saves ₹133,804 with only 45.9h extra expected downtime."
MCH-258,Lathe,0.007,99.3,Healthy,Preventive Now,0,1,0,21.95,12207.46,40132.19,5567.55,52731.92,Delay,"Low failure risk (p=0.01); delay saves ₹49,233 with only 21.6h extra expected downtime."
MCH-258,Lathe,0.007,99.3,Healthy,Delay 72h,72,0,72,0.31,323.45,560.67,77.78,3499.27,Delay,"Low failure risk (p=0.01); delay saves ₹49,233 with only 21.6h extra expected downtime."
MCH-259,Welding Unit,0.012,98.8,Healthy,Preventive Now,0,1,0,10.44,13599.08,28944.17,2942.8,43283.46,Delay,"Low failure risk (p=0.01); delay saves ₹37,232 with only 10.2h extra expected downtime."
MCH-259,Welding Unit,0.012,98.8,Healthy,Delay 72h,72,0,72,0.25,424.06,692.17,70.37,6050.97,Delay,"Low failure risk (p=0.01); delay saves ₹37,232 with only 10.2h extra expected downtime."
MCH-260,Lathe,0.02,98.0,Healthy,Preventive Now,0,1,0,13.88,21567.66,10340.88,3521.97,33383.92,Delay,"Low failure risk (p=0.02); delay saves ₹22,208 with only 13.3h extra expected downtime."
MCH-260,Lathe,0.02,98.0,Healthy,Delay 72h,72,0,72,0.55,928.38,411.17,140.04,11175.43,Delay,"Low failure risk (p=0.02); delay saves ₹22,208 with only 13.3h extra expected downtime."
MCH-261,CNC Mill,0.005,99.5,Healthy,Preventive Now,0,1,0,42.56,24180.31,34423.86,13401.79,58837.11,Delay,"Low failure risk (p=0.01); delay saves ₹56,556 with only 42.1h extra expected downtime."
MCH-261,CNC Mill,0.005,99.5,Healthy,Delay 72h,72,0,72,0.42,384.82,343.72,133.82,2281.49,Delay,"Low failure risk (p=0.01); delay saves ₹56,556 with only 42.1h extra expected downtime."
MCH-262,Lathe,0.006,99.4,Healthy,Preventive Now,0,1,0,29.25,18010.06,21613.25,7421.18,39838.92,Delay,"Low failure risk (p=0.01); delay saves ₹37,672 with only 28.9h extra expected downtime."
MCH-262,Lathe,0.006,99.4,Healthy,Delay 72h,72,0,72,0.35,470.45,258.89,88.89,2166.7,Delay,"Low failure risk (p=0.01); delay saves ₹37,672 with only 28.9h extra expected downtime."
MCH-263,Conveyor,0.009,99.1,Healthy,Preventive Now,0,1,0,18.05,12793.94,13494.4,6524.0,26449.24,Delay,"Low failure risk (p=0.01); delay saves ₹24,718 with only 17.7h extra expected downtime."
MCH-263,Conveyor,0.009,99.1,Healthy,Delay 72h,72,0,72,0.32,416.37,242.25,117.12,1731.28,Delay,"Low failure risk (p=0.01); delay saves ₹24,718 with only 17.7h extra expected downtime."
MCH-264,Lathe,0.005,99.5,Healthy,Preventive Now,0,1,0,38.76,20781.84,97484.63,9832.66,118544.82,Delay,"Low failure risk (p=0.01); delay saves ₹115,512 with only 38.4h extra expected downtime."
MCH-264,Lathe,0.005,99.5,Healthy,Delay 72h,72,0,72,0.39,204.2,973.39,98.18,3033.21,Delay,"Low failure risk (p=0.01); delay saves ₹115,512 with only 38.4h extra expected downtime."
MCH-265,Lathe,0.988,1.2,Critical,Preventive Now,0,1,0,19.96,17378.42,30079.21,5064.88,97389.77,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹363,265 and 10.5h downtime."
MCH-265,Lathe,0.988,1.2,Critical,Delay 72h,72,0,72,30.43,81926.21,45847.35,7719.99,460654.53,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹363,265 and 10.5h downtime."
MCH-266,Conveyor,0.006,99.4,Healthy,Preventive Now,0,1,0,29.05,19673.19,62285.3,10501.46,82099.85,Delay,"Low failure risk (p=0.01); delay saves ₹79,975 with only 28.7h extra expected downtime."
MCH-266,Conveyor,0.006,99.4,Healthy,Delay 72h,72,0,72,0.35,436.76,746.08,125.79,2125.25,Delay,"Low failure risk (p=0.01); delay saves ₹79,975 with only 28.7h extra expected downtime."
MCH-267,CNC Mill,0.006,99.4,Healthy,Preventive Now,0,1,0,38.27,12545.29,80287.09,12049.45,93055.64,Delay,"Low failure risk (p=0.01); delay saves ₹90,095 with only 37.8h extra expected downtime."
MCH-267,CNC Mill,0.006,99.4,Healthy,Delay 72h,72,0,72,0.46,510.64,961.71,144.33,2960.71,Delay,"Low failure risk (p=0.01); delay saves ₹90,095 with only 37.8h extra expected downtime."
MCH-268,Hydraulic Press,0.009,99.1,Healthy,Preventive Now,0,1,0,19.65,19529.66,32318.64,6104.12,52220.34,Delay,"Low failure risk (p=0.01); delay saves ₹48,664 with only 19.3h extra expected downtime."
MCH-268,Hydraulic Press,0.009,99.1,Healthy,Delay 72h,72,0,72,0.35,495.85,580.17,109.58,3556.28,Delay,"Low failure risk (p=0.01); delay saves ₹48,664 with only 19.3h extra expected downtime."
MCH-269,CNC Mill,0.005,99.5,Healthy,Preventive Now,0,1,0,35.65,15967.32,102736.7,11225.97,118935.2,Delay,"Low failure risk (p=0.01); delay saves ₹116,132 with only 35.3h extra expected downtime."
MCH-269,CNC Mill,0.005,99.5,Healthy,Delay 72h,72,0,72,0.36,236.05,1025.83,112.09,2803.06,Delay,"Low failure risk (p=0.01); delay saves ₹116,132 with only 35.3h extra expected downtime."
MCH-270,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,17.43,23704.8,36404.69,4913.23,60210.57,Delay,"Low failure risk (p=0.01); delay saves ₹58,955 with only 17.3h extra expected downtime."
MCH-270,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.17,218.63,363.5,49.06,1256.02,Delay,"Low failure risk (p=0.01); delay saves ₹58,955 with only 17.3h extra expected downtime."
MCH-271,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,14.62,21099.83,30511.37,4122.6,51709.21,Delay,"Low failure risk (p=0.01); delay saves ₹50,348 with only 14.5h extra expected downtime."
MCH-271,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.15,403.57,304.66,41.16,1361.62,Delay,"Low failure risk (p=0.01); delay saves ₹50,348 with only 14.5h extra expected downtime."
MCH-272,Welding Unit,0.991,0.9,Critical,Preventive Now,0,1,0,58.25,9591.77,41441.67,16423.06,82895.13,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹256,769 and 30.7h downtime."
MCH-272,Welding Unit,0.991,0.9,Critical,Delay 72h,72,0,72,88.99,63938.33,63314.11,25090.96,339663.72,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹256,769 and 30.7h downtime."
MCH-273,Conveyor,0.991,0.9,Critical,Preventive Now,0,1,0,58.38,21741.9,167604.09,21102.0,244467.38,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹409,438 and 30.8h downtime."
MCH-273,Conveyor,0.991,0.9,Critical,Delay 72h,72,0,72,89.19,30365.9,256063.6,32239.39,653905.41,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹409,438 and 30.8h downtime."
MCH-274,CNC Mill,0.013,98.7,Healthy,Preventive Now,0,1,0,27.51,10319.28,60867.18,8660.92,71909.34,Delay,"Low failure risk (p=0.01); delay saves ₹64,735 with only 26.8h extra expected downtime."
MCH-274,CNC Mill,0.013,98.7,Healthy,Delay 72h,72,0,72,0.71,778.29,1576.4,224.31,7173.91,Delay,"Low failure risk (p=0.01); delay saves ₹64,735 with only 26.8h extra expected downtime."
MCH-275,CNC Mill,0.991,0.9,Critical,Preventive Now,0,1,0,5.58,10119.76,5441.5,1756.43,79861.15,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹387,675 and 2.9h downtime."
MCH-275,CNC Mill,0.991,0.9,Critical,Delay 72h,72,0,72,8.52,30556.51,8313.46,2683.46,467535.91,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹387,675 and 2.9h downtime."
MCH-276,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,33.15,15224.64,45171.37,9346.44,60769.28,Delay,"Low failure risk (p=0.01); delay saves ₹57,519 with only 32.8h extra expected downtime."
MCH-276,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.33,310.3,451.04,93.32,3249.78,Delay,"Low failure risk (p=0.01); delay saves ₹57,519 with only 32.8h extra expected downtime."
MCH-277,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,5.91,23647.8,16913.2,2135.86,40841.22,Delay,"Low failure risk (p=0.01); delay saves ₹38,354 with only 5.8h extra expected downtime."
MCH-277,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.06,449.75,168.88,21.33,2486.79,Delay,"Low failure risk (p=0.01); delay saves ₹38,354 with only 5.8h extra expected downtime."
MCH-278,Hydraulic Press,0.99,1.0,Critical,Preventive Now,0,1,0,56.81,15627.08,160510.43,17644.54,236351.91,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹449,823 and 29.9h downtime."
MCH-278,Hydraulic Press,0.99,1.0,Critical,Delay 72h,72,0,72,86.72,39710.82,245035.19,26936.15,686175.35,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹449,823 and 29.9h downtime."
MCH-279,Conveyor,0.006,99.4,Healthy,Preventive Now,0,1,0,6.21,10971.84,5175.76,2245.14,16364.78,Delay,"Low failure risk (p=0.01); delay saves ₹14,543 with only 6.1h extra expected downtime."
MCH-279,Conveyor,0.006,99.4,Healthy,Delay 72h,72,0,72,0.07,312.14,62.0,26.89,1822.04,Delay,"Low failure risk (p=0.01); delay saves ₹14,543 with only 6.1h extra expected downtime."
MCH-280,Lathe,0.006,99.4,Healthy,Preventive Now,0,1,0,33.96,16423.63,99312.89,8615.68,115948.19,Delay,"Low failure risk (p=0.01); delay saves ₹113,106 with only 33.6h extra expected downtime."
MCH-280,Lathe,0.006,99.4,Healthy,Delay 72h,72,0,72,0.41,241.37,1189.61,103.2,2842.09,Delay,"Low failure risk (p=0.01); delay saves ₹113,106 with only 33.6h extra expected downtime."
MCH-281,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,25.34,22139.35,67006.72,7869.87,89308.08,Delay,"Low failure risk (p=0.01); delay saves ₹87,154 with only 25.1h extra expected downtime."
MCH-281,Hydraulic Press,0.005,99.5,Healthy,Delay 72h,72,0,72,0.25,405.23,669.06,78.58,2154.43,Delay,"Low failure risk (p=0.01); delay saves ₹87,154 with only 25.1h extra expected downtime."
MCH-282,Welding Unit,0.029,97.1,Healthy,Preventive Now,0,1,0,44.99,12500.76,93482.41,12684.23,107103.07,Delay,"Low failure risk (p=0.03); delay saves ₹93,388 with only 42.4h extra expected downtime."
MCH-282,Welding Unit,0.029,97.1,Healthy,Delay 72h,72,0,72,2.59,873.89,5375.22,729.34,13715.11,Delay,"Low failure risk (p=0.03); delay saves ₹93,388 with only 42.4h extra expected downtime."
MCH-283,Hydraulic Press,0.008,99.2,Healthy,Preventive Now,0,1,0,45.31,23794.85,81048.72,14072.64,105392.41,Delay,"Low failure risk (p=0.01); delay saves ₹99,739 with only 44.6h extra expected downtime."
MCH-283,Hydraulic Press,0.008,99.2,Healthy,Delay 72h,72,0,72,0.72,700.38,1293.67,224.62,5653.0,Delay,"Low failure risk (p=0.01); delay saves ₹99,739 with only 44.6h extra expected downtime."
MCH-284,Welding Unit,0.006,99.4,Healthy,Preventive Now,0,1,0,24.34,23172.4,15671.04,6863.64,38935.56,Delay,"Low failure risk (p=0.01); delay saves ₹37,648 with only 24.1h extra expected downtime."
MCH-284,Welding Unit,0.006,99.4,Healthy,Delay 72h,72,0,72,0.29,485.41,187.71,82.22,1287.26,Delay,"Low failure risk (p=0.01); delay saves ₹37,648 with only 24.1h extra expected downtime."
MCH-285,Lathe,0.007,99.3,Healthy,Preventive Now,0,1,0,21.75,13071.96,29884.94,5516.71,43365.32,Delay,"Low failure risk (p=0.01); delay saves ₹39,970 with only 21.4h extra expected downtime."
MCH-285,Lathe,0.007,99.3,Healthy,Delay 72h,72,0,72,0.3,255.01,417.51,77.07,3395.34,Delay,"Low failure risk (p=0.01); delay saves ₹39,970 with only 21.4h extra expected downtime."
MCH-286,CNC Mill,0.006,99.4,Healthy,Preventive Now,0,1,0,43.58,8150.68,43310.73,13721.23,51741.88,Delay,"Low failure risk (p=0.01); delay saves ₹49,018 with only 43.1h extra expected downtime."
MCH-286,CNC Mill,0.006,99.4,Healthy,Delay 72h,72,0,72,0.52,335.09,518.79,164.36,2723.72,Delay,"Low failure risk (p=0.01); delay saves ₹49,018 with only 43.1h extra expected downtime."
MCH-287,Lathe,0.007,99.3,Healthy,Preventive Now,0,1,0,15.03,14982.22,7775.49,3813.39,23185.88,Delay,"Low failure risk (p=0.01); delay saves ₹19,629 with only 14.8h extra expected downtime."
MCH-287,Lathe,0.007,99.3,Healthy,Delay 72h,72,0,72,0.21,593.51,108.63,53.28,3556.59,Delay,"Low failure risk (p=0.01); delay saves ₹19,629 with only 14.8h extra expected downtime."
MCH-288,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,27.64,16001.88,39008.65,8585.32,55353.19,Delay,"Low failure risk (p=0.01); delay saves ₹52,417 with only 27.4h extra expected downtime."
MCH-288,Hydraulic Press,0.005,99.5,Healthy,Delay 72h,72,0,72,0.28,262.29,389.5,85.72,2936.18,Delay,"Low failure risk (p=0.01); delay saves ₹52,417 with only 27.4h extra expected downtime."
MCH-289,Welding Unit,0.007,99.3,Healthy,Preventive Now,0,1,0,10.22,12581.19,21880.99,2881.9,34751.71,Delay,"Low failure risk (p=0.01); delay saves ₹31,890 with only 10.1h extra expected downtime."
MCH-289,Welding Unit,0.007,99.3,Healthy,Delay 72h,72,0,72,0.14,625.54,305.69,40.26,2861.43,Delay,"Low failure risk (p=0.01); delay saves ₹31,890 with only 10.1h extra expected downtime."
MCH-290,CNC Mill,0.007,99.3,Healthy,Preventive Now,0,1,0,8.92,20700.55,24160.2,2808.17,45263.62,Delay,"Low failure risk (p=0.01); delay saves ₹42,028 with only 8.8h extra expected downtime."
MCH-290,CNC Mill,0.007,99.3,Healthy,Delay 72h,72,0,72,0.12,212.44,337.53,39.23,3235.79,Delay,"Low failure risk (p=0.01); delay saves ₹42,028 with only 8.8h extra expected downtime."
MCH-291,Hydraulic Press,0.978,2.2,Critical,Preventive Now,0,1,0,6.98,12843.3,10844.2,2169.32,57793.1,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹223,162 and 3.6h downtime."
MCH-291,Hydraulic Press,0.978,2.2,Critical,Delay 72h,72,0,72,10.56,37184.36,16399.6,3280.64,280954.69,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹223,162 and 3.6h downtime."
MCH-292,Lathe,0.009,99.1,Healthy,Preventive Now,0,1,0,9.22,19325.48,26745.12,2340.28,46736.38,Delay,"Low failure risk (p=0.01); delay saves ₹41,036 with only 9.1h extra expected downtime."
MCH-292,Lathe,0.009,99.1,Healthy,Delay 72h,72,0,72,0.17,782.12,480.12,42.01,5700.78,Delay,"Low failure risk (p=0.01); delay saves ₹41,036 with only 9.1h extra expected downtime."
MCH-293,CNC Mill,0.022,97.8,Healthy,Preventive Now,0,1,0,37.24,16314.15,82098.88,11726.85,98911.24,Delay,"Low failure risk (p=0.02); delay saves ₹90,687 with only 35.6h extra expected downtime."
MCH-293,CNC Mill,0.022,97.8,Healthy,Delay 72h,72,0,72,1.63,1314.15,3588.67,512.6,8224.23,Delay,"Low failure risk (p=0.02); delay saves ₹90,687 with only 35.6h extra expected downtime."
MCH-294,Welding Unit,0.014,98.6,Healthy,Preventive Now,0,1,0,40.47,21265.74,93685.93,11410.18,115784.86,Delay,"Low failure risk (p=0.01); delay saves ₹106,862 with only 39.3h extra expected downtime."
MCH-294,Welding Unit,0.014,98.6,Healthy,Delay 72h,72,0,72,1.13,755.9,2612.23,318.15,8922.73,Delay,"Low failure risk (p=0.01); delay saves ₹106,862 with only 39.3h extra expected downtime."
MCH-295,Welding Unit,0.012,98.8,Healthy,Preventive Now,0,1,0,19.17,10234.1,47572.65,5404.57,58077.55,Delay,"Low failure risk (p=0.01); delay saves ₹54,085 with only 18.7h extra expected downtime."
MCH-295,Welding Unit,0.012,98.8,Healthy,Delay 72h,72,0,72,0.46,1049.53,1137.65,129.24,3992.57,Delay,"Low failure risk (p=0.01); delay saves ₹54,085 with only 18.7h extra expected downtime."
MCH-296,Lathe,0.007,99.3,Healthy,Preventive Now,0,1,0,22.95,8232.03,14459.59,5821.78,23145.15,Delay,"Low failure risk (p=0.01); delay saves ₹19,422 with only 22.6h extra expected downtime."
MCH-296,Lathe,0.007,99.3,Healthy,Delay 72h,72,0,72,0.32,497.46,202.01,81.33,3723.01,Delay,"Low failure risk (p=0.01); delay saves ₹19,422 with only 22.6h extra expected downtime."
MCH-297,Welding Unit,0.007,99.3,Healthy,Preventive Now,0,1,0,7.62,18150.48,12950.79,2147.3,31324.8,Delay,"Low failure risk (p=0.01); delay saves ₹29,440 with only 7.5h extra expected downtime."
MCH-297,Welding Unit,0.007,99.3,Healthy,Delay 72h,72,0,72,0.11,213.37,180.93,30.0,1884.53,Delay,"Low failure risk (p=0.01); delay saves ₹29,440 with only 7.5h extra expected downtime."
MCH-298,Hydraulic Press,0.006,99.4,Healthy,Preventive Now,0,1,0,16.43,15292.18,38167.75,5102.95,53617.2,Delay,"Low failure risk (p=0.01); delay saves ₹51,709 with only 16.2h extra expected downtime."
MCH-298,Hydraulic Press,0.006,99.4,Healthy,Delay 72h,72,0,72,0.2,402.34,457.19,61.13,1908.0,Delay,"Low failure risk (p=0.01); delay saves ₹51,709 with only 16.2h extra expected downtime."
MCH-299,CNC Mill,0.021,97.9,Healthy,Preventive Now,0,1,0,23.04,9955.34,51904.68,7255.81,63014.6,Delay,"Low failure risk (p=0.02); delay saves ₹52,189 with only 22.1h extra expected downtime."
MCH-299,CNC Mill,0.021,97.9,Healthy,Delay 72h,72,0,72,0.96,962.05,2166.35,302.84,10825.57,Delay,"Low failure risk (p=0.02); delay saves ₹52,189 with only 22.1h extra expected downtime."
MCH-300,CNC Mill,0.985,1.5,Critical,Preventive Now,0,1,0,40.03,16056.18,30329.85,12604.3,104331.02,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹403,899 and 20.8h downtime."
MCH-300,CNC Mill,0.985,1.5,Critical,Delay 72h,72,0,72,60.87,75808.57,46121.04,19166.71,508229.56,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹403,899 and 20.8h downtime."
MCH-301,Conveyor,0.009,99.1,Healthy,Preventive Now,0,1,0,9.33,11207.37,19324.15,3370.74,30746.83,Delay,"Low failure risk (p=0.01); delay saves ₹28,233 with only 9.2h extra expected downtime."
MCH-301,Conveyor,0.009,99.1,Healthy,Delay 72h,72,0,72,0.17,731.63,346.9,60.51,2513.94,Delay,"Low failure risk (p=0.01); delay saves ₹28,233 with only 9.2h extra expected downtime."
MCH-302,CNC Mill,0.011,98.9,Healthy,Preventive Now,0,1,0,4.82,14821.81,4721.64,1516.33,19804.95,Delay,"Low failure risk (p=0.01); delay saves ₹17,447 with only 4.7h extra expected downtime."
MCH-302,CNC Mill,0.011,98.9,Healthy,Delay 72h,72,0,72,0.11,510.75,103.53,33.25,2357.6,Delay,"Low failure risk (p=0.01); delay saves ₹17,447 with only 4.7h extra expected downtime."
MCH-303,CNC Mill,0.011,98.9,Healthy,Preventive Now,0,1,0,34.91,11393.94,50657.24,10993.42,62562.66,Delay,"Low failure risk (p=0.01); delay saves ₹57,142 with only 34.1h extra expected downtime."
MCH-303,CNC Mill,0.011,98.9,Healthy,Delay 72h,72,0,72,0.77,900.47,1110.79,241.06,5421.14,Delay,"Low failure risk (p=0.01); delay saves ₹57,142 with only 34.1h extra expected downtime."
MCH-304,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,22.83,24662.11,35739.86,8253.85,60495.38,Delay,"Low failure risk (p=0.01); delay saves ₹59,299 with only 22.6h extra expected downtime."
MCH-304,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.23,216.53,356.86,82.41,1196.1,Delay,"Low failure risk (p=0.01); delay saves ₹59,299 with only 22.6h extra expected downtime."
MCH-305,Hydraulic Press,0.007,99.3,Healthy,Preventive Now,0,1,0,35.37,8878.14,49840.03,10987.07,59219.23,Delay,"Low failure risk (p=0.01); delay saves ₹54,926 with only 34.9h extra expected downtime."
MCH-305,Hydraulic Press,0.007,99.3,Healthy,Delay 72h,72,0,72,0.49,256.22,696.3,153.5,4292.92,Delay,"Low failure risk (p=0.01); delay saves ₹54,926 with only 34.9h extra expected downtime."
MCH-306,Conveyor,0.989,1.1,Critical,Preventive Now,0,1,0,42.92,12198.47,40962.72,15514.51,68028.0,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹176,355 and 22.6h downtime."
MCH-306,Conveyor,0.989,1.1,Critical,Delay 72h,72,0,72,65.47,82785.6,62484.98,23666.01,244382.59,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹176,355 and 22.6h downtime."
MCH-307,Lathe,0.008,99.2,Healthy,Preventive Now,0,1,0,23.06,13467.87,27675.46,5848.95,41554.46,Delay,"Low failure risk (p=0.01); delay saves ₹37,995 with only 22.7h extra expected downtime."
MCH-307,Lathe,0.008,99.2,Healthy,Delay 72h,72,0,72,0.37,376.95,441.75,93.36,3559.57,Delay,"Low failure risk (p=0.01); delay saves ₹37,995 with only 22.7h extra expected downtime."
MCH-308,Conveyor,0.015,98.5,Healthy,Preventive Now,0,1,0,33.55,12288.47,44813.47,12127.38,57427.32,Delay,"Low failure risk (p=0.01); delay saves ₹53,028 with only 32.5h extra expected downtime."
MCH-308,Conveyor,0.015,98.5,Healthy,Delay 72h,72,0,72,1.0,892.16,1338.38,362.19,4399.71,Delay,"Low failure risk (p=0.01); delay saves ₹53,028 with only 32.5h extra expected downtime."
MCH-309,Hydraulic Press,0.006,99.4,Healthy,Preventive Now,0,1,0,39.67,19610.35,32759.35,12321.75,52589.51,Delay,"Low failure risk (p=0.01); delay saves ₹50,274 with only 39.2h extra expected downtime."
MCH-309,Hydraulic Press,0.006,99.4,Healthy,Delay 72h,72,0,72,0.48,457.37,392.41,147.6,2315.14,Delay,"Low failure risk (p=0.01); delay saves ₹50,274 with only 39.2h extra expected downtime."
MCH-310,Hydraulic Press,0.006,99.4,Healthy,Preventive Now,0,1,0,16.13,20629.84,32447.96,5009.6,53253.57,Delay,"Low failure risk (p=0.01); delay saves ₹51,301 with only 15.9h extra expected downtime."
MCH-310,Hydraulic Press,0.006,99.4,Healthy,Delay 72h,72,0,72,0.19,392.01,388.68,60.01,1952.49,Delay,"Low failure risk (p=0.01); delay saves ₹51,301 with only 15.9h extra expected downtime."
MCH-311,Hydraulic Press,0.006,99.4,Healthy,Preventive Now,0,1,0,30.55,17933.56,23402.3,9490.24,41652.5,Delay,"Low failure risk (p=0.01); delay saves ₹39,050 with only 30.2h extra expected downtime."
MCH-311,Hydraulic Press,0.006,99.4,Healthy,Delay 72h,72,0,72,0.37,211.4,280.32,113.68,2602.67,Delay,"Low failure risk (p=0.01); delay saves ₹39,050 with only 30.2h extra expected downtime."
MCH-312,Lathe,0.119,88.1,Healthy,Preventive Now,0,1,0,12.95,8697.66,35085.63,3284.38,51404.59,Preventive Now,"High failure risk (p=0.12) makes delay expensive; PM now saves ₹17,951 and -10.0h downtime."
MCH-312,Lathe,0.119,88.1,Healthy,Delay 72h,72,0,72,2.97,10483.88,8062.55,754.74,69355.1,Preventive Now,"High failure risk (p=0.12) makes delay expensive; PM now saves ₹17,951 and -10.0h downtime."
MCH-313,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,17.33,15578.09,49457.79,5381.38,65296.58,Delay,"Low failure risk (p=0.01); delay saves ₹62,885 with only 17.2h extra expected downtime."
